frequency_ratio_r,amplification_zeta_0.03,amplification_zeta_0.08,amplification_zeta_0.20
0.1125,1.0127948161759204,1.0126502158995137,1.0117681825764702
0.115,1.0133774705882759,1.0132261127931184,1.0123029246737953
0.11750000000000001,1.0139736223709597,1.013815334846454,1.0128499490453908
0.12,1.014583317910258,1.0144179268143678,1.0134092909486674
0.1225,1.0152066047298032,1.0150339345443422,1.01398098647683
0.125,1.0158435314999865,1.0156634049852349,1.014565072563984
0.1275,1.0164941480476184,1.0163063861962518,1.015161586990367
0.13,1.0171585053658465,1.016962927356153,1.0157705683877039
0.1325,1.017836655624331,1.0176330787726973,1.0163920562446924
0.135,1.0185286521796837,1.0183168918923267,1.01702609091261
0.1375,1.0192345495861732,1.0190144193100974,1.0176727136110557
0.14,1.0199544036067008,1.0197257147798569,1.0183319664338146
0.14250000000000002,1.0206882712240517,1.0204508332246736,1.0190038923548608
0.145,1.021436210652425,1.0211898307475233,1.0196885352344847
0.1475,1.0221982813492478,1.0219427646422339,1.0203859398255608
0.15,1.0229745440272773,1.0227096934046926,1.0210961517799435
0.1525,1.0237650606669966,1.023490676744325,1.0218192176550038
0.155,1.0245698945293071,1.0242857755958403,1.0225551849203
0.1575,1.0253891101685242,1.0250950521312578,1.023304101964388
0.16,1.0262227734456821,1.0259185697722104,1.024066018101771
0.1625,1.0270709515421494,1.0267563932025365,1.0248409835799905
0.165,1.027933712973565,1.027608588381159,1.0256290495868603
0.1675,1.0288111276040979,1.028475222555261,1.0264302682578434
0.17,1.029703266661036,1.0293563642737606,1.0272446926835748
0.17250000000000001,1.03061020274971,1.0302520834010913,1.028072376917532
0.17500000000000002,1.0315320098687621,1.0311624511312907,1.0289133759838522
0.1775,1.0324687634257583,1.032087540002407,1.0297677458853018
0.18,1.0334205402531569,1.0330274239112243,1.0306355436113943
0.1825,1.0343874186246378,1.033982178128316,1.0315168271466635
0.185,1.0353694782717988,1.0349518793134307,1.0324116554790912
0.1875,1.036366800401226,1.0359366055312145,1.0333200886086904
0.19,1.037379467711945,1.0369364362672802,1.034242187556246
0.1925,1.038407564413261,1.0379514524446256,1.0351780143722162
0.195,1.0394511762429959,1.0389817364404104,1.0361276321457955
0.1975,1.0405103904861261,1.0400273721030953,1.0370911050141385
0.2,1.041585295993835,1.0410884447699524,1.0380684981717496
0.2025,1.0426759832029822,1.042165041284954,1.0390598778800413
0.20500000000000002,1.0437825441560025,1.0432572500170432,1.0400653114770568
0.20750000000000002,1.0449050725212397,1.0443651608788012,1.0410848673873658
0.21,1.0460436636137258,1.045488865345508,1.042118615132131
0.2125,1.0471984144164144,1.0466284564746156,1.043166625339348
0.215,1.0483694236018763,1.0477840289256335,1.0442289697542615
0.2175,1.0495567915544695,1.0489556789804375,1.0453057212499601
0.22,1.0507606203929882,1.050143504564011,1.0463969538381477
0.2225,1.0519810139938077,1.051347605265625,1.0475027426800982
0.225,1.0532180780145293,1.0525680823604677,1.048623164097795
0.2275,1.0544719199181378,1.053805038831731,1.0497582955852518
0.23,1.0557426489976862,1.0550585793931664,1.0509082158200251
0.2325,1.05703037640151,1.0563288105121127,1.0520730046749134
0.23500000000000001,1.058335215158992,1.0576158404330145,1.0532527432298477
0.23750000000000002,1.059657280206883,1.058919779201434,1.0544475137839784
0.24,1.0609966884161928,1.0602407386885695,1.0556573998679526
0.2425,1.062353558619663,1.061578832616291,1.0568824862563948
0.245,1.0637280116398369,1.0629341765827038,1.058122858980583
0.2475,1.0651201703177322,1.0643068880882494,1.059378605341328
0.25,1.0665301595421421,1.0656970865623558,1.0606498139220575
0.2525,1.0679581062795658,1.0671048933906528,1.0619365746021048
0.255,1.0694041396047897,1.068530431942756,1.0632389785702072
0.2575,1.0708683907321348,1.0699738276006392,1.064557118338213
0.26,1.0723509930473785,1.0714352077876048,1.0658910877550023
0.2625,1.0738520821403734,1.0729147019978644,1.0672409820206226
0.265,1.0753717958383755,1.0744124418267453,1.0686068977006404
0.2675,1.0769102742400967,1.0759285610015321,1.0699889327407124
0.27,1.078467659750501,1.0774631954129639,1.0713871864813778
0.2725,1.080044097116361,1.0790164831473943,1.0728017596730737
0.275,1.0816397334625893,1.0805885645196347,1.0742327544913772
0.2775,1.0832547183293675,1.0821795821064928,1.0756802745524725
0.28,1.0848892037100877,1.0837896807810214,1.0771444249288518
0.28250000000000003,1.0865433440901286,1.0854190077474979,1.0786253121652445
0.28500000000000003,1.0882172964864811,1.0870677125771424,1.0801230442947831
0.28750000000000003,1.0899112204882504,1.088735947244603,1.0816377308554042
0.29,1.091625278298048,1.0904238661652128,1.083169482906488
0.2925,1.0933596347743033,1.0921316262330458,1.084718413045739
0.295,1.0951144574745066,1.093859386859786,1.0862846354263078
0.2975,1.0968899166994168,1.0956073100144275,1.0878682657741596
0.3,1.0986861855382475,1.0973755602638293,1.0894694214056866
0.3025,1.1005034399148639,1.0991643048141375,1.091088221245572
0.305,1.102341858635008,1.100973713553102,1.092724785844902
0.3075,1.1042016234345813,1.1028039590933039,1.0943792373995318
0.31,1.1060829190290113,1.1046552168163177,1.0960516997687044
0.3125,1.107985933163727,1.1065276649178297,1.0977422984939273
0.315,1.1099108566657698,1.1084214844537317,1.099451160818106
0.3175,1.111857883496574,1.1103368593872203,1.1011784157049358
0.32,1.1138272108059382,1.1122739766369198,1.1029241938585583
0.3225,1.1158190389872238,1.1142330261260533,1.1046886277434762
0.325,1.1178335717338097,1.1162142008326925,1.106471851604735
0.3275,1.119871016096834,1.1182176968411055,1.108274001488371
0.33,1.121931582544256,1.1202437133942333,1.1100952152621224
0.3325,1.124015485021277,1.1222924529473226,1.111935632636414
0.335,1.126122941012144,1.1243641212227398,1.1137953951856052
0.3375,1.1282541716033856,1.126458927265998,1.115674646369513
0.34,1.1304094015485067,1.1285770835030273,1.1175735315552047
0.3425,1.1325888593341848,1.1307188057987159,1.1194921980390593
0.34500000000000003,1.1347927772480064,1.1328843135167557,1.1214307950691078
0.34750000000000003,1.1370213914477865,1.1350738295808263,1.1233894738676404
0.35000000000000003,1.1392749420325043,1.1372875805371465,1.125368387654091
0.3525,1.1415536731149127,1.1395257966184305,1.1273676916681923
0.355,1.1438578328958502,1.1417887118092864,1.129387543193408
0.3575,1.1461876737403132,1.1440765639130865,1.1314281015806338
0.36,1.1485434522553282,1.1463895946203537,1.133489528272176
0.3625,1.1509254293696771,1.148728049578699,1.1355719868259988
0.365,1.1533338704155243,1.151092178464349,1.1376756429402448
0.3675,1.1557690452119946,1.1534822350553091,1.1398006644780274
0.37,1.1582312281507612,1.1558984773061962,1.1419472214924886
0.3725,1.1607206982836924,1.1583411674247912,1.1441154862521272
0.375,1.1632377394126192,1.1608105719503548,1.146305633266394
0.3775,1.1657826401812799,1.163306961833747,1.148517839311547
0.38,1.1683556941694992,1.1658306125194053,1.1507522834567707
0.3825,1.1709571999896735,1.1683818040292238,1.1530091470905535
0.385,1.173587461385614,1.1709608210483853,1.155288613947319
0.3875,1.176246787333827,1.1735679530132015,1.1575908701343103
0.39,1.17893549214729,1.1762034942010084,1.1599161041587223
0.3925,1.1816538955818015,1.178867743822175,1.1622645069550772
0.395,1.1844023229449718,1.181561006114282,1.1646362719128396
0.3975,1.1871811052079384,1.1842835904385267,1.1670315949042633
0.4,1.1899905791198748,1.187035811378416,1.16945067431247
0.4025,1.192831087325381,1.189817988840808,1.1718937110597443
0.405,1.1957029784848354,1.1926304481593653,1.1743609086360494
0.40750000000000003,1.1986066073977961,1.195473520200486,1.1768524731277468
0.41000000000000003,1.2015423351295402,1.1983475414717828,1.1793686132465175
0.41250000000000003,1.2045105291408307,1.2012528542331737,1.181909540358474
0.41500000000000004,1.2075115634210138,1.2041898066106633,1.1844754685134544
0.4175,1.210545818624534,1.2071587527128822,1.187066614474488
0.42,1.2136136822109806,1.2101600527504666,1.1896831977474247
0.4225,1.2167155485887629,1.2131940731583524,1.1923254406107122
0.425,1.2198518192625245,1.2162611867210689,1.1949935681453117
0.4275,1.2230229029844133,1.2193617727011121,1.1976878082647373
0.43,1.2262292159093198,1.2224962169704892,1.2004083917452104
0.4325,1.2294711817542072,1.2256649121455174,1.203155552255904
0.435,1.2327492319616549,1.2288682577249743,1.20592952638927
0.4375,1.2360638058677502,1.2321066602316937,1.2087305536914288
0.44,1.239415350874456,1.2353805333577028,1.2115588766926044
0.4425,1.2428043226265983,1.238690298113005,1.2144147409375823
0.445,1.2462311851936139,1.242036382978112,1.2172983950161749
0.4475,1.249696411256209,1.2454192240604314,1.2202100905936677
0.45,1.2532004822980831,1.2488392652546259,1.223150082441226
0.4525,1.2567438888028732,1.252296958407053,1.2261186284662386
0.455,1.260327130456494,1.2557927634844108,1.2291159897425674
0.4575,1.2639507163550312,1.2593271487467075,1.2321424305406803
0.46,1.2676151652183818,1.2629005909246842,1.2351982183576358
0.4625,1.271321005609811,1.2665135754018233,1.23828362394689
0.465,1.2750687761616282,1.270166596401074,1.2413989213478898
0.4675,1.278859025807172,1.2738601571764392,1.2445443879154212
0.47000000000000003,1.2826923140193158,1.2775947702095662,1.2477203043486735
0.47250000000000003,1.2865692110557034,1.2813709574114922,1.250926954719982
0.47500000000000003,1.290490298210939,1.285189250329697,1.2541646265032074
0.47750000000000004,1.2944561680759559,1.2890501903606264,1.2574336106017103
0.48,1.2984674248048107,1.2929543289678471,1.2607342013758702
0.4825,1.3025246843891425,1.2969022279060096,1.2640666966701075
0.485,1.3066285749405568,1.3008944594507894,1.2674313978393519
0.4875,1.310779736981203,1.304931606634994,1.2708286097749066
0.49,1.3149788237428206,1.309014263491027,1.274258640929651
0.4925,1.3192265014745397,1.3131430352998945,1.2777218033425206
0.495,1.32352344975974,1.3173185388469684,1.2812184126622026
0.4975,1.3278703618422747,1.3215414026847105,1.284748788169981
0.5,1.332267944962386,1.3258122674025719,1.2883132528016616
0.5025000000000001,1.3367169207026424,1.3301317859042956,1.2919121331685008
0.505,1.3412180253442543,1.3345006236928552,1.2955457595770627
0.5075000000000001,1.3457720102341237,1.338919459163264,1.2992144660479243
0.51,1.3503796421630132,1.3433889839035116,1.30291859033314
0.5125,1.3550417037552194,1.3479099030038793,1.3066584739323768
0.515,1.3597589938701655,1.352482935374902,1.3104344621076258
0.5175,1.3645323280163373,1.357108814074255,1.3142469038963873
0.52,1.3693625387780015,1.3617882866428526,1.3180961521232284
0.5225,1.3742504762551755,1.3665221154504466,1.3219825634096007
0.525,1.3791970085173195,1.3713110780510462,1.3259064981818016
0.5275,1.38420302207126,1.376155967548459,1.3298683206769568
0.53,1.389269422343858,1.3810575929723026,1.3338683989469007
0.5325,1.394397134179973,1.3860167796648082,1.3379071048598121
0.535,1.3995871023562816,1.3910343696787881,1.3419848140994741
0.5375,1.4048402921115426,1.3961112221871188,1.3461019061619979
0.54,1.4101576896939298,1.4012482139041311,1.350258764349867
0.5425,1.4155403029260623,1.4064462395192938,1.3544557757631286
0.545,1.4209891617884158,1.4117062121436033,1.3586933312875684
0.5475,1.4265053190217991,1.417029063769102,1.3629718255796823
0.55,1.432089850749636,1.4224157457419655,1.367291657048261
0.5525,1.437743857120805,1.4278672292496082,1.371653227832387
0.555,1.4434684629738361,1.4333845058222918,1.3760569437756383
0.5575,1.4492648185232921,1.438968587849714,1.3805032143962783
0.56,1.4551341000692006,1.4446205091130948,1.3849924528532096
0.5625,1.4610775107304397,1.4503413253332806,1.3895250759074396
0.5650000000000001,1.4670962812030293,1.4561321147354245,1.3941015038788287
0.5675,1.4731916705443076,1.4619939786307927,1.3987221605978326
0.5700000000000001,1.4793649669840376,1.4679280420163092,1.403387473351988
0.5725,1.4856174887635087,1.473935454192425,1.4080978728268323
0.5750000000000001,1.4919505850037849,1.4800173893999728,1.412853793040974
0.5775,1.498365636604259,1.4861750474766422,1.4176556712749822
0.58,1.504864057172774,1.492409654533776,1.4225039479937744
0.5825,1.5114472939885868,1.498722463654189,1.4273990667621548
0.585,1.5181168289995481,1.505114755611752,1.432341474153133
0.5875,1.5248741798549077,1.511587839613499,1.4373316196486567
0.59,1.5317209009752404,1.5181430540650607,1.442369955532349
0.5925,1.5386585846610532,1.524781767360245,1.4474569367738466
0.595,1.5456888622417029,1.5315053786956199,1.4525930209042934
0.5975,1.5528134052663471,1.5383153189109942,1.4577786678825504
0.6,1.5600339267387213,1.5452130513567148,1.463014339951632
0.6025,1.5673521823976293,1.552200072788746,1.4683005014848864
0.605,1.5747699720451296,1.5592779142925224,1.473637618821395
0.6075,1.5822891409244904,1.5664481422366148,1.4790261600900554
0.61,1.5899115811501026,1.5737123592572866,1.4844665950217766
0.6125,1.5976392331916331,1.5810722052750528,1.4899593947492071
0.615,1.6054740874148297,1.588529358544407,1.4955050315933718
0.6175,1.6134181856815117,1.5960855367379214,1.501103978836582
0.62,1.6214736230113949,1.6037424980659707,1.506756710480946
0.6225,1.629642549308557,1.6115020424333848,1.5124637009917847
0.625,1.6379271711554757,1.6193660126343772,1.518225425025224
0.6275000000000001,1.6463297536777426,1.6273362955871562,1.5240423571392054
0.63,1.6548526224826992,1.6354148236096773,1.5299149714871267
0.6325000000000001,1.6634981656754313,1.6436035757380496,1.5358437414932873
0.635,1.672268835955732,1.651904579089169,1.5418291395092882
0.6375000000000001,1.6811671527998295,1.6603199102692168,1.547871636450487
0.64,1.690195704730898,1.6688516968297071,1.5539717014115884
0.6425,1.6993571516825738,1.6775021187728656,1.560129801260407
0.645,1.7086542274599288,1.686273410108143,1.566346400208795
0.6475,1.718089742302609,1.6951678604617761,1.5726219593596966
0.65,1.727666585555098,1.704187816741375,1.5789569362292601
0.6525,1.7373877284493338,1.713335684857547,1.5853517842428633
0.655,1.747256227005224,1.7226139315047215,1.5918069522039184
0.6575,1.7572752250548886,1.7320250860033384,1.5983228837342247
0.66,1.7674479573968112,1.7415717422057038,1.604900016684642
0.6625,1.7777777530864205,1.751256560467867,1.6115387825147744
0.665,1.7882680388700136,1.7610822696899755,1.6182396056403419
0.6675,1.798922342769312,1.7710516694276435,1.625002902746845
0.67,1.8097442978243898,1.7811676320769674,1.6318290820681016
0.6725,1.8207376460031457,1.7914331051359051,1.6387185426281747
0.675,1.8319062422860044,1.8018511135448516,1.645671673445176
0.6775,1.8432540589350066,1.8124247621093026,1.6526888526953665
0.68,1.854785189957048,1.8231572380076442,1.6597704468359533
0.6825,1.8665038557715752,1.8340518133871608,1.666916809684909
0.685,1.8784144080937002,1.8451118480514945,1.6741282814561136
0.6875,1.8905213350443508,1.856340792242849,1.6814051877480627
0.6900000000000001,1.9028292664998105,1.8677421895223838,1.6887478384843526
0.6925,1.9153429796937524,1.8793196797522949,1.6961565268040957
0.6950000000000001,1.9280674050857034,1.891077002183226,1.7036315279003955
0.6975,1.9410076325107566,1.9030179986507172,1.711173097804951
0.7000000000000001,1.9541689176262853,1.9151466168845297,1.718781472116852
0.7025,1.9675566886724336,1.927466913934754,1.7264568646735543
0.705,1.9811765535642296,1.9399830597187264,1.7341994661620415
0.7075,1.9950343073343442,1.9526993406928486,1.7420094426681045
0.71,2.0091359399467503,1.965620163653492,1.7498869341616838
0.7125,2.023487644502899,1.9787500596712584,1.7578320529161857
0.715,2.0380958258634414,1.9920936881629079,1.7658448818596786
0.7175,2.052967109710106,2.0056558411053502,1.7739254728558647
0.72,2.068108352073967,2.0194414473961095,1.7820738449127305
0.7225,2.0835266493581783,2.033455577364726,1.7902899823167922
0.725,2.099229348885132,2.0477034474395475,1.798573832690861
0.7275,2.1152240600001115,2.0621904249743643,1.8069253049732952
0.73,2.131518665765732,2.0769220332392933,1.8153442673167428
0.7325,2.1481213352838986,2.0919039565802713,1.8238305449044316
0.735,2.165040536684586,2.1071420457513823,1.8323839176821217
0.7375,2.1822850508236167,2.1226423234241607,1.8410041180039451
0.74,2.1998639857345945,2.13841098987777,1.8496908281904147
0.7425,2.2177867918835035,2.15445442887378,1.8584436779970424
0.745,2.236063278277994,2.1707792137189297,1.867262241992106
0.7475,2.2547036294872793,2.1873921135189485,1.8761460368422918
0.75,2.273718423632689,2.204300099626032,1.8850945185050922
0.7525000000000001,2.293118651413518,2.2215103522820905,1.8941070793270653
0.755,2.312915736237654,2.239030267459239,1.90318304504727
0.7575000000000001,2.3331215555318536,2.25686746389829,1.9123216717054787
0.76,2.353748463312273,2.2750297903451315,1.9215221424550253
0.7625000000000001,2.3748093141022064,2.2935253329838865,1.9307835642805014
0.765,2.396317488290758,2.3123624230645765,1.940104964620844
0.7675000000000001,2.4182869190336946,2.3315496447216626,1.9494852878987785
0.77,2.440732120805758,2.3510958429782547,1.958923391957985
0.7725,2.4636682197226083,2.3710101319290144,1.9684180444098682
0.775,2.4871109857601685,2.391301903092663,1.9779679188922925
0.7775,2.5110768670096744,2.4119808339226565,1.9875715912432501
0.78,2.5355830261182106,2.4330568964618666,1.9972275355930158
0.7825,2.560647379077039,2.4545403661239678,2.006934120379016
0.785,2.5862886365338054,2.476441830580738,2.016689604288381
0.7875,2.6125263478196556,2.498772198730365,2.0264921321338867
0.79,2.639380947898822,2.5215427097173277,2.03633973066986
0.7925,2.666873807466196,2.544764941969124,2.0462303043554866
0.795,2.695027286438265,2.5684508222092393,2.05616163107393
0.7975,2.723864791104414,2.5926126343989737,2.066131357816662
0.8,2.7534108352295417,2.6172630285531686,2.0761369963434992
0.8025,2.7836911054250826,2.6424150293661866,2.0861759188299493
0.805,2.814732531134452,2.6680820445748115,2.0962453535146914
0.8075,2.8465633596106295,2.6942778729736325,2.1063423803612467
0.81,2.879213236298685,2.7210167119860906,2.116463926749227
0.8125,2.9127132910745823,2.74831316468027,2.126606763211906
0.8150000000000001,2.947096230834259,2.7761822461027394,2.1367674992382892
0.8175,2.982396438973966,2.804639388785837,2.146942579159324
0.8200000000000001,3.0186500823549287,2.8337004472638223,2.1571282781394028
0.8225,3.055895226402797,2.8633817014106495,2.1673206982958737
0.8250000000000001,3.094171959056107,2.893699858386853,2.1775157649708414
0.8275,3.1335225243483187,2.9246720529544703,2.187709223181145
0.8300000000000001,3.1739914664862563,2.9563158458871324,2.1978966342740107
0.8325,3.2156257853742365,2.9886492201665487,2.208073372817482
0.835,3.258475104629357,3.0216905746167293,2.2182346237563166
0.8375,3.302591853240037,3.055458714582462,2.2283753798656125
0.84,3.3480314621383758,3.0899728392086745,2.238490439535912
0.8425,3.394852577088539,3.1252525248216854,2.248574404925006
0.845,3.4431172894396127,3.161317703851339,2.258621680512981
0.8475,3.492891386454139,3.19818863866435,2.2686264720983433
0.85,3.5442446231041864,3.235885889602772,2.278582786274104
0.8525,3.5972510174281394,3.2744302764373034,2.2884844304237273
0.855,3.651989171764715,3.3138428323519205,2.2983250132775344
0.8575,3.7085426224294227,3.354144749474082,2.3080979460707813
0.86,3.7670002206744946,3.395357314852332,2.3177964443448444
0.8625,3.8274565480799674,3.4375018356606177,2.327413530433041
0.865,3.8900123698630735,3.480599552275114,2.3369420366722644
0.8675,3.9547751299695326,3.5246715377251263,2.346374609381041
0.87,4.021859492225737,3.56973858186423,2.3557037136435555
0.8725,4.091387932289181,3.6158210584420662,2.3649216389378194
0.875,4.163491385637691,3.6629387730814615,2.374020505644309
0.8775000000000001,4.23830995738869,3.7111107899814577,2.382992272469079
0.88,4.315993700338758,3.760355234976167,2.391828744812565
0.8825000000000001,4.396703468261042,3.8106890723854274,2.400521584111985
0.885,4.4806118521904486,3.8621278528995613,2.4090623181814013
0.8875000000000001,4.567904208158885,3.9146854295533595,2.4174423525691164
0.89,4.658779785602938,3.9683736386700716,2.4256529829471307
0.8925000000000001,4.753452966437797,4.023201942504914,2.4336854085418897
0.895,4.852154625544747,4.079177030200323,2.441530746609492
0.8975,4.95513362411504,4.1363023735974975,2.4491800479519297
0.9,5.062658447868112,4.194577734448209,2.4566243134638044
0.9025,5.175019002530754,4.2539986196602415,2.463854511691379
0.905,5.2925285790002,4.314555681415475,2.470861597377721
0.9075,5.415526000143177,4.376234059353382,2.477636530959271
0.91,5.544377959958394,4.439012662551664,2.484170298970336
0.9125,5.6794815635085705,4.5028633898021715,2.4904539353029476
0.915,5.821267072134246,4.567750287722251,2.4964785432602565
0.9175,5.970200852336183,4.633628647611696,2.5022353183322807
0.92,6.126788517448399,4.70044404372021,2.507715571613448
0.9225,6.291578237568534,4.7681313177872156,2.512910753772161
0.925,6.465164173451732,4.8366135174123315,2.5178124794735717
0.9275,6.648189961857759,4.905800799060962,2.5224125521481096
0.93,6.841352139964695,4.975589310344972,2.5267029889901225
0.9325,7.045403340567289,5.045860070662311,2.530676046063428
0.935,7.261155011974618,5.116477874322257,2.534324243383745
0.9375,7.489479308896915,5.187290245872775,2.5376403898420303
0.9400000000000001,7.731309652647708,5.258126483377997,2.5406176078277776
0.9425,7.9876392568765775,5.328796831690447,2.5432493574075172
0.9450000000000001,8.259516641021131,5.399091834065375,2.545529459911102
0.9475,8.548036785480027,5.468781916415323,2.5474521207770993
0.9500000000000001,8.854326093529053,5.53761726363999,2.549011951508664
0.9525,9.179518685602043,5.605328051218531,2.550203990592878
0.9550000000000001,9.524720733282726,5.671625096952313,2.55102372323954
0.9575,9.890958525225905,5.736200996655989,2.5514670998000533
0.96,10.279104756262008,5.798731802947099,2.551530552733132
0.9625,10.689776217948173,5.858879297349768,2.5512110119917115
0.965,11.123194837997628,5.916293892103317,2.5505059187145283
0.9675,11.579003272679435,5.970618178980425,2.54941323711633
0.97,12.05602674610317,6.0214911180492425,2.5479314644824322
0.9725,12.551975794243182,6.068552830102076,2.54605963918633
0.975,13.063091867385996,6.111449923418484,2.5437973466630157
0.9775,13.583751781398776,6.149841250241206,2.541144723285554
0.98,14.106070188865253,6.1834039530190585,2.538102458108017
0.9825,14.619572456030001,6.2118396278048,2.5346717924539677
0.985,15.111050096172017,6.234880405177531,2.530854517346072
0.9875,15.564745454134966,6.252294730692621,2.526652968788927
0.99,15.96301884928322,6.263892619815,2.522070020933598
0.9925,16.287599425143544,6.269530168525434,2.5171090771684397
0.995,16.52138799611246,6.269113121219777,2.5117740591963975
0.9975,16.650578788932023,6.262599331776815,2.5060693941738394
1.0,16.666666666666668,6.25,2.5
1.0025,16.567819160443808,6.2313796210021115,2.493571268859071
1.0050000000000001,16.359206711036954,6.206854645448798,2.4867890491287463
1.0075,16.05218500121309,6.176590909277507,2.479659625779468
1.01,15.662576370749504,6.140799947878227,2.4721896993976764
1.0125,15.20853285503509,6.099734357557869,2.464386363973875
1.0150000000000001,14.708489929526975,6.053682403146676,2.456257083602311
1.0175,14.17957119719411,6.002962092836778,2.447809668243492
1.02,13.636589036392353,5.947914949154842,2.43905224870352
1.0225,13.091605790068938,5.888899699083774,2.4299932509855617
1.025,12.553920502989124,5.826286088602255,2.4206413701684046
1.0275,12.030322169503176,5.760448999935427,2.4110055439654037
1.03,11.525472863654667,5.691763016648483,2.401094926113969
1.0325,11.042324017149578,5.620597545457704,2.390918859741369
1.035,10.582507930983502,5.5473125671121934,2.380486850847084
1.0375,10.146676348495077,5.472255054265567,2.3698085420353467
1.04,9.734777364916612,5.395756063662126,2.35889368662399
1.0425,9.346272967967897,5.3181284843246575,2.3477521232474317
1.045,8.980304707104617,5.239665403279808,2.336393751062734
1.0475,8.63581665345263,5.160639035719691,2.3248285056582056
1.05,8.311644573683859,5.081300157022029,2.31306633575428
1.0525,8.006579137055644,5.001877969121896,2.30111718077633
1.055,7.719409600504447,4.922580332588655,2.2889909493690235
1.0575,7.448953077697868,4.84359429760235,2.2766974989116684
1.06,7.1940733277605835,4.765086871060679,2.2642466160840473
1.0625,6.953692037346542,4.687205962565943,2.251647998522457
1.065,6.7267948087450185,4.610081458430539,2.238911237596266
1.0675000000000001,6.512433480256841,4.533826379599979,2.2260458023261918
1.07,6.3097259614123935,4.458538086140262,2.2130610244569535
1.0725,6.117854434502823,4.384299497390113,2.1999660846888074
1.075,5.936062529375497,4.311180302850218,2.1867700000649837
1.0775000000000001,5.76365189937583,4.239238144255653,2.1734816125050447
1.08,5.5999784961238595,4.168519754001625,2.160109578467856
1.0825,5.444448746777622,4.0990620391556165,2.14666235972211
1.085,5.29651576996416,4.0308931037147016,2.1331482151972443
1.0875000000000001,5.155675718491715,3.9640332045978313,2.1195751938830956
1.09,5.021464302998038,3.8984956391565544,2.1059511287427357
1.0925,4.8934535269425545,3.834287563805665,2.092283631599636
1.095,4.7712486469631985,3.7714107447817877,2.078580088957586
1.0975,4.654485361511427,3.7098622430942347,2.064847658709575
1.1,4.542827223339309,3.6496350364963486,2.0510932676901814
1.1025,4.435963266743774,3.590718581828923,2.0373236100247833
1.105,4.333605837681918,3.5330993214160955,2.0235451462281517
1.1075,4.235488613386633,3.4767611373687375,2.009764103004619
1.11,4.141364797521895,3.4216857577041875,1.9959864737020212
1.1125,4.051005476929239,3.3678531181537283,1.9822180193719483
1.115,3.964198126420555,3.3152416834232215,1.9684642703894664
1.1175,3.880745248721161,3.2638287315181516,1.9547305285863874
1.12,3.8004631374558335,3.2135906045566283,1.9410218698532624
